breed,year,n
HUNGARIAN WIREHAIRED VIZSLA,2004,183
IBIZAN HOUND,2004,6
IRISH RED and WHITE SETTER,2004,123
IRISH SETTER,2004,1183
IRISH TERRIER,2004,227
IRISH WOLFHOUND,2004,384
ITALIAN GREYHOUND,2004,114
ITALIAN SPINONE,2004,293
JAPANESE AKITA INU,2004,0
JAPANESE CHIN,2004,201
JAPANESE SHIBA INU,2004,185
JAPANESE SPITZ,2004,118
KEESHOND,2004,67
KERRY BLUE TERRIER,2004,274
KING CHARLES SPANIEL,2004,157
KOMONDOR,2004,3
Kooikerhondje,2004,17
KOREAN INDO,2004,0
KORTHALS GRIFFON ,2004,13
LAGOTTO ROMAGNOLO ,2004,47
LAKELAND TERRIER,2004,225
LANCASHIRE HEELER,2004,147
LARGE MUNSTERLANDER,2004,165
LEONBERGER,2004,348
LHASA APSO,2004,3485
LOWCHEN Little Lion Dog,2004,120
MALTESE,2004,373
MANCHESTER TERRIER,2004,115
MAREMMA SHEEPDOG,2004,17
MASTIFF,2004,434
MEXICAN HAIRLESS ,2004,2
MEXICAN HAIRLESS Intermediate  ,2004,0
MEXICAN HAIRLESS Miniature ,2004,0
MEXICAN HAIRLESS Standard ,2004,0
MINIATURE PINSCHER,2004,188
MINIATURE SCHNAUZER,2004,3347
NEAPOLITAN MASTIFF,2004,295
NEWFOUNDLAND,2004,838
NORFOLK TERRIER,2004,543
NORWEGIAN BUHUND,2004,36
NORWEGIAN ELKHOUND,2004,118
NORWICH TERRIER,2004,124
OLD ENGLISH SHEEPDOG,2004,603
OTTERHOUND,2004,11
PAPILLON,2004,710
PARSON RUSSELL TERRIER ,2004,804
PEKINGESE,2004,613
PHARAOH HOUND,2004,35
POINTER,2004,686
POLISH LOWLAND SHEEPDOG,2004,37
POMERANIAN,2004,671
POODLE Miniature,2004,849
POODLE Standard,2004,1055
POODLE Toy,2004,1305
PORTUGUESE PODENGO,2004,47
PORTUGUESE WATER DOG,2004,39
PUG,2004,1675
PYRENEAN MASTIFF ,2004,2
PYRENEAN MOUNTAIN DOG,2004,222
PYRENEAN SHEEPDOG,2004,34
RETRIEVER Chesapeake Bay,2004,172
RETRIEVER Curlycoated,2004,131
RETRIEVER Flatcoated,2004,1309
RETRIEVER Golden,2004,10489
RETRIEVER Labrador,2004,45381
RETRIEVER Nova Scotia Duck Tolling,2004,99
RHODESIAN RIDGEBACK,2004,1541
ROTTWEILER,2004,6726
RUSSIAN BLACK TERRIER,2004,136
SALUKI,2004,104
SAMOYED,2004,387
SCHIPPERKE,2004,77
SCHNAUZER,2004,347
SCOTTISH TERRIER,2004,1168
SEALYHAM TERRIER,2004,51
SEGUGIO ITALIANO ,2004,5
SHAR PEI,2004,1449
SHETLAND SHEEPDOG,2004,1638
SHIH TZU,2004,3263
SIBERIAN HUSKY,2004,1527
SKYE TERRIER,2004,50
sloughi,2004,19
SLOVAKIAN ROUGH HAIRED POINTER ,2004,11
SMALL MUNSTERLANDER ,2004,0
SOFTCOATED WHEATEN TERRIER,2004,287
SPANIEL American Cocker,2004,599
SPANIEL American Water ,2004,0
SPANIEL Clumber,2004,158
SPANIEL Cocker,2004,16608
SPANIEL English Springer,2004,14765
SPANIEL Field,2004,86
SPANIEL Irish Water,2004,121
SPANIEL Sussex,2004,79
SPANIEL Welsh Springer,2004,420
SPANISH WATER DOG,2004,44
st bernard,2004,771
STAFFORDSHIRE BULL TERRIER,2004,12038
SWEDISH LAPPHUND,2004,1
SWEDISH VALLHUND,2004,40
TIBETAN MASTIFF,2004,37
TIBETAN SPANIEL,2004,254
TIBETAN TERRIER,2004,1303
WEIMARANER,2004,2841
WELSH CORGI Cardigan,2004,76
WELSH CORGI Pembroke,2004,618
WELSH TERRIER,2004,305
WEST HIGHLAND WHITE TERRIER,2004,10110
WHIPPET,2004,2129
YORKSHIRE TERRIER,2004,3877
AFFENPINSCHER,2005,147
AFGHAN HOUND,2005,213
AIREDALE TERRIER,2005,727
AKITA,2005,1462
ALASKAN MALAMUTE,2005,718
ANATOLIAN SHEPHERD DOG,2005,41
AUSTRALIAN  CATTLE DOG,2005,90
AUSTRALIAN SHEPHERD,2005,90
AUSTRALIAN SILKY TERRIER,2005,31
AUSTRALIAN TERRIER,2005,60
AZAWAKH,2005,7
BASENJI,2005,55
BASSET BLEU DE GASCOGNE,2005,4
BASSET FAUVE DE BRETAGNE,2005,87
BASSET GRIFFON VENDEEN Petit,2005,220
BASSET HOUND,2005,1375
basset GRIFFON VENDEEN Grand,2005,100
BAVARIAN MOUNTAIN HOUND,2005,20
BEAGLE,2005,1709
BEARDED COLLIE,2005,650
BEAUCERON,2005,24
BEDLINGTON TERRIER,2005,531
BELGIAN SHEPHERD DOG,2005,264
BERGAMASCO,2005,14
BERNESE MOUNTAIN DOG,2005,768
BICHON FRISE,2005,2246
BLOODHOUND,2005,104
BOLOGNESE,2005,67
BORDER COLLIE,2005,2247
BORDER terrier,2005,8338
BORZOI,2005,138
BOSTON TERRIER,2005,265
BOUVIER DES FLANDRE,2005,159
BOXER,2005,9566
BOXER Crossbreed,2005,0
BRACCO ITALIANO,2005,31
BRIARD,2005,158
BRITTANY ,2005,126
BULL TERRIER,2005,3210
BULL TERRIER Miniature,2005,275
BULLDOG,2005,2997
BULLMASTIFF,2005,1623
CAIRN TERRIER,2005,1934
CANAAN DOG,2005,13
CANADIAN ESKIMO DOG,2005,7
CATALAN SHEEPDOG,2005,0
CAVALIER KING CHARLES SPANIEL,2005,11165
CESKY TERRIER,2005,57
CHIHUAHUA Long Coat,2005,1147
CHIHUAHUA Smooth Coat,2005,622
CHINESE CRESTED ,2005,413
CHOW CHOW,2005,364
CIRNECO DELLETNA,2005,7
COLLIE Rough,2005,1258
COLLIE Smooth,2005,72
COTON DE TULEAR,2005,55
DACHSHUND LongHaired,2005,259
DACHSHUND Miniature LongHaired,2005,1292
DACHSHUND Miniature SmoothHaired,2005,1627
DACHSHUND Miniature WireHaired,2005,763
DACHSHUND SmoothHaired,2005,235
DACHSHUND WireHaired,2005,348
DALMATIAN,2005,1930
DANDIE DINMONT TERRIER,2005,149
DEERHOUND,2005,264
DOBERMANN,2005,3316
DOGUE DE BORDEAUX,2005,1951
ENGLISH SETTER,2005,427
ENGLISH TOY TERRIER Black and Tan ,2005,103
ENTLEBUCHER MOUNTAIN DOG,2005,0
ESTRELA MOUNTAIN DOG,2005,39
EURASIER,2005,44
FINNISH LAPPHUND,2005,49
FINNISH SPITZ ,2005,37
FOX TERRIER Smooth,2005,212
FOX TERRIER Wire,2005,668
FOXHOUND,2005,5
FRENCH BULLDOG,2005,324
GERMAN LONGHAIRED POINTER,2005,9
GERMAN PINSCHER,2005,10
GERMAN SHEPHERD DOG ,2005,13165
GERMAN SHORTHAIRED POINTER,2005,1489
GERMAN SPITZ Klein,2005,165
GERMAN SPITZ Mittel,2005,85
GERMAN WIREHAIRED POINTER,2005,432
GIANT SCHNAUZER,2005,270
GLEN OF IMAAL TERRIER,2005,45
GORDON SETTER,2005,309
GRAND BLEU DE GASCOGNE ,2005,17
GREAT DANE,2005,1688
GREATER SWISS MOUNTAIN DOG ,2005,0
GREENLAND DOG,2005,17
GREYHOUND,2005,49
GRIFFON BRUXELLOIS,2005,185
HAMILTONSTOVARE,2005,24
HAVANESE,2005,92
HOVAWART,2005,38
HUNGARIAN KUVASZ,2005,0
HUNGARIAN PULI,2005,73
HUNGARIAN VIZSLA,2005,943
HUNGARIAN WIREHAIRED VIZSLA,2005,160
IBIZAN HOUND,2005,14
IRISH RED and WHITE SETTER,2005,120
IRISH SETTER,2005,1278
IRISH TERRIER,2005,270
IRISH WOLFHOUND,2005,460
ITALIAN GREYHOUND,2005,114
ITALIAN SPINONE,2005,425
JAPANESE AKITA INU,2005,0
JAPANESE CHIN,2005,239
JAPANESE SHIBA INU,2005,147
JAPANESE SPITZ,2005,112
KEESHOND,2005,86
KERRY BLUE TERRIER,2005,277
KING CHARLES SPANIEL,2005,193
KOMONDOR,2005,0
Kooikerhondje,2005,0
KOREAN INDO,2005,0
KORTHALS GRIFFON ,2005,20
LAGOTTO ROMAGNOLO ,2005,20
LAKELAND TERRIER,2005,330
LANCASHIRE HEELER,2005,166
LARGE MUNSTERLANDER,2005,133
LEONBERGER,2005,353
LHASA APSO,2005,3902
LOWCHEN Little Lion Dog,2005,136
MALTESE,2005,404
MANCHESTER TERRIER,2005,140
MAREMMA SHEEPDOG,2005,19
MASTIFF,2005,476
MEXICAN HAIRLESS ,2005,1
MEXICAN HAIRLESS Intermediate  ,2005,0
MEXICAN HAIRLESS Miniature ,2005,0
MEXICAN HAIRLESS Standard ,2005,0
MINIATURE PINSCHER,2005,270
MINIATURE SCHNAUZER,2005,4122
NEAPOLITAN MASTIFF,2005,316
NEWFOUNDLAND,2005,1080
NORFOLK TERRIER,2005,663
NORWEGIAN BUHUND,2005,15
NORWEGIAN ELKHOUND,2005,116
NORWICH TERRIER,2005,131
OLD ENGLISH SHEEPDOG,2005,663
OTTERHOUND,2005,50
PAPILLON,2005,726
PARSON RUSSELL TERRIER ,2005,776
PEKINGESE,2005,651
PHARAOH HOUND,2005,20
POINTER,2005,702
POLISH LOWLAND SHEEPDOG,2005,43
POMERANIAN,2005,703
POODLE Miniature,2005,1009
POODLE Standard,2005,1047
POODLE Toy,2005,1517
PORTUGUESE PODENGO,2005,61
PORTUGUESE WATER DOG,2005,41
PUG,2005,2116
PYRENEAN MASTIFF ,2005,1
PYRENEAN MOUNTAIN DOG,2005,220
PYRENEAN SHEEPDOG,2005,20
RETRIEVER Chesapeake Bay,2005,139
RETRIEVER Curlycoated,2005,82
RETRIEVER Flatcoated,2005,1707
RETRIEVER Golden,2005,10165
RETRIEVER Labrador,2005,45779
RETRIEVER Nova Scotia Duck Tolling,2005,99
RHODESIAN RIDGEBACK,2005,1493
ROTTWEILER,2005,6692
RUSSIAN BLACK TERRIER,2005,129
SALUKI,2005,86
SAMOYED,2005,408
SCHIPPERKE,2005,70
SCHNAUZER,2005,335
SCOTTISH TERRIER,2005,1121
SEALYHAM TERRIER,2005,58
SEGUGIO ITALIANO ,2005,0
SHAR PEI,2005,1512
SHETLAND SHEEPDOG,2005,1596
SHIH TZU,2005,3717
SIBERIAN HUSKY,2005,1753
SKYE TERRIER,2005,30
sloughi,2005,6
SLOVAKIAN ROUGH HAIRED POINTER ,2005,30
SMALL MUNSTERLANDER ,2005,15
SOFTCOATED WHEATEN TERRIER,2005,321
SPANIEL American Cocker,2005,447
SPANIEL American Water ,2005,0
SPANIEL Clumber,2005,192
SPANIEL Cocker,2005,17468
SPANIEL English Springer,2005,15180
SPANIEL Field,2005,86
SPANIEL Irish Water,2005,106
SPANIEL Sussex,2005,77
SPANIEL Welsh Springer,2005,442
SPANISH WATER DOG,2005,97
st bernard,2005,797
STAFFORDSHIRE BULL TERRIER,2005,13070
SWEDISH LAPPHUND,2005,0
SWEDISH VALLHUND,2005,39
TIBETAN MASTIFF,2005,30
TIBETAN SPANIEL,2005,238
TIBETAN TERRIER,2005,1187
WEIMARANER,2005,2848
WELSH CORGI Cardigan,2005,77
WELSH CORGI Pembroke,2005,491
WELSH TERRIER,2005,326
WEST HIGHLAND WHITE TERRIER,2005,9775
WHIPPET,2005,2468
YORKSHIRE TERRIER,2005,3628
AFFENPINSCHER,2006,128
AFGHAN HOUND,2006,194
AIREDALE TERRIER,2006,861
AKITA,2006,1275
ALASKAN MALAMUTE,2006,889
ANATOLIAN SHEPHERD DOG,2006,54
AUSTRALIAN  CATTLE DOG,2006,69
AUSTRALIAN SHEPHERD,2006,176
AUSTRALIAN SILKY TERRIER,2006,18
AUSTRALIAN TERRIER,2006,62
AZAWAKH,2006,1
BASENJI,2006,37
BASSET BLEU DE GASCOGNE,2006,7
BASSET FAUVE DE BRETAGNE,2006,103
BASSET GRIFFON VENDEEN Petit,2006,154
BASSET HOUND,2006,1495
basset GRIFFON VENDEEN Grand,2006,84
BAVARIAN MOUNTAIN HOUND,2006,10
BEAGLE,2006,1817
BEARDED COLLIE,2006,720
BEAUCERON,2006,16
BEDLINGTON TERRIER,2006,471
BELGIAN SHEPHERD DOG,2006,295
BERGAMASCO,2006,0
BERNESE MOUNTAIN DOG,2006,792
BICHON FRISE,2006,2329
BLOODHOUND,2006,70
BOLOGNESE,2006,72
BORDER COLLIE,2006,2219
BORDER terrier,2006,8916
BORZOI,2006,154
BOSTON TERRIER,2006,298
BOUVIER DES FLANDRE,2006,103
BOXER,2006,9066
BOXER Crossbreed,2006,0
BRACCO ITALIANO,2006,51
BRIARD,2006,161
BRITTANY ,2006,167
BULL TERRIER,2006,3361
BULL TERRIER Miniature,2006,212
BULLDOG,2006,3522
BULLMASTIFF,2006,1600
CAIRN TERRIER,2006,1834
CANAAN DOG,2006,22
CANADIAN ESKIMO DOG,2006,4
CATALAN SHEEPDOG,2006,7
CAVALIER KING CHARLES SPANIEL,2006,11411
CESKY TERRIER,2006,44
CHIHUAHUA Long Coat,2006,1446
CHIHUAHUA Smooth Coat,2006,876
CHINESE CRESTED ,2006,493
CHOW CHOW,2006,438
CIRNECO DELLETNA,2006,1
COLLIE Rough,2006,1023
COLLIE Smooth,2006,53
COTON DE TULEAR,2006,75
DACHSHUND LongHaired,2006,229
DACHSHUND Miniature LongHaired,2006,1379
DACHSHUND Miniature SmoothHaired,2006,1789
DACHSHUND Miniature WireHaired,2006,803
DACHSHUND SmoothHaired,2006,229
DACHSHUND WireHaired,2006,344
DALMATIAN,2006,1984
DANDIE DINMONT TERRIER,2006,78
DEERHOUND,2006,252
DOBERMANN,2006,3388
DOGUE DE BORDEAUX,2006,2361
ENGLISH SETTER,2006,450
ENGLISH TOY TERRIER Black and Tan ,2006,114
ENTLEBUCHER MOUNTAIN DOG,2006,1
ESTRELA MOUNTAIN DOG,2006,25
EURASIER,2006,39
FINNISH LAPPHUND,2006,32
FINNISH SPITZ ,2006,23
FOX TERRIER Smooth,2006,173
FOX TERRIER Wire,2006,688
FOXHOUND,2006,0
FRENCH BULLDOG,2006,526
GERMAN LONGHAIRED POINTER,2006,36
GERMAN PINSCHER,2006,14
GERMAN SHEPHERD DOG ,2006,12857
GERMAN SHORTHAIRED POINTER,2006,1530
GERMAN SPITZ Klein,2006,163
GERMAN SPITZ Mittel,2006,80
GERMAN WIREHAIRED POINTER,2006,287
GIANT SCHNAUZER,2006,313
GLEN OF IMAAL TERRIER,2006,41
GORDON SETTER,2006,345
GRAND BLEU DE GASCOGNE ,2006,3
GREAT DANE,2006,1839
GREATER SWISS MOUNTAIN DOG ,2006,0
GREENLAND DOG,2006,20
GREYHOUND,2006,44
GRIFFON BRUXELLOIS,2006,174
HAMILTONSTOVARE,2006,20
HAVANESE,2006,89
HOVAWART,2006,27
HUNGARIAN KUVASZ,2006,1
HUNGARIAN PULI,2006,55
HUNGARIAN VIZSLA,2006,1030
HUNGARIAN WIREHAIRED VIZSLA,2006,253
IBIZAN HOUND,2006,7
IRISH RED and WHITE SETTER,2006,115
IRISH SETTER,2006,1229
IRISH TERRIER,2006,324
IRISH WOLFHOUND,2006,418
ITALIAN GREYHOUND,2006,97
ITALIAN SPINONE,2006,353
JAPANESE AKITA INU,2006,38
JAPANESE CHIN,2006,233
JAPANESE SHIBA INU,2006,170
JAPANESE SPITZ,2006,154
KEESHOND,2006,99
KERRY BLUE TERRIER,2006,263
KING CHARLES SPANIEL,2006,251
KOMONDOR,2006,13
Kooikerhondje,2006,11
KOREAN INDO,2006,19
KORTHALS GRIFFON ,2006,16
LAGOTTO ROMAGNOLO ,2006,25
LAKELAND TERRIER,2006,277
LANCASHIRE HEELER,2006,173
LARGE MUNSTERLANDER,2006,122
LEONBERGER,2006,438
LHASA APSO,2006,4154
LOWCHEN Little Lion Dog,2006,106
MALTESE,2006,441
MANCHESTER TERRIER,2006,133
MAREMMA SHEEPDOG,2006,18
MASTIFF,2006,483
MEXICAN HAIRLESS ,2006,4
MEXICAN HAIRLESS Intermediate  ,2006,0
MEXICAN HAIRLESS Miniature ,2006,0
MEXICAN HAIRLESS Standard ,2006,0
MINIATURE PINSCHER,2006,312
MINIATURE SCHNAUZER,2006,4396
NEAPOLITAN MASTIFF,2006,263
NEWFOUNDLAND,2006,1145
NORFOLK TERRIER,2006,631
NORWEGIAN BUHUND,2006,20
NORWEGIAN ELKHOUND,2006,84
NORWICH TERRIER,2006,147
OLD ENGLISH SHEEPDOG,2006,536
OTTERHOUND,2006,51
PAPILLON,2006,850
PARSON RUSSELL TERRIER ,2006,764
PEKINGESE,2006,530
PHARAOH HOUND,2006,21
POINTER,2006,829
POLISH LOWLAND SHEEPDOG,2006,68
POMERANIAN,2006,830
POODLE Miniature,2006,978
POODLE Standard,2006,879
POODLE Toy,2006,1513
PORTUGUESE PODENGO,2006,108
PORTUGUESE WATER DOG,2006,83
PUG,2006,2681
PYRENEAN MASTIFF ,2006,0
PYRENEAN MOUNTAIN DOG,2006,178
PYRENEAN SHEEPDOG,2006,25
RETRIEVER Chesapeake Bay,2006,168
RETRIEVER Curlycoated,2006,187
RETRIEVER Flatcoated,2006,1527
RETRIEVER Golden,2006,9373
RETRIEVER Labrador,2006,45700
RETRIEVER Nova Scotia Duck Tolling,2006,157
RHODESIAN RIDGEBACK,2006,1548
ROTTWEILER,2006,6575
RUSSIAN BLACK TERRIER,2006,129
SALUKI,2006,104
SAMOYED,2006,338
SCHIPPERKE,2006,88
SCHNAUZER,2006,367
SCOTTISH TERRIER,2006,1137
SEALYHAM TERRIER,2006,57
SEGUGIO ITALIANO ,2006,0
SHAR PEI,2006,1987
SHETLAND SHEEPDOG,2006,1577
SHIH TZU,2006,4436
SIBERIAN HUSKY,2006,1993
SKYE TERRIER,2006,84
sloughi,2006,0
SLOVAKIAN ROUGH HAIRED POINTER ,2006,54
SMALL MUNSTERLANDER ,2006,3
SOFTCOATED WHEATEN TERRIER,2006,403
SPANIEL American Cocker,2006,501
SPANIEL American Water ,2006,1
SPANIEL Clumber,2006,247
SPANIEL Cocker,2006,20459
SPANIEL English Springer,2006,15133
SPANIEL Field,2006,64
SPANIEL Irish Water,2006,105
SPANIEL Sussex,2006,74
SPANIEL Welsh Springer,2006,352
SPANISH WATER DOG,2006,86
st bernard,2006,674
STAFFORDSHIRE BULL TERRIER,2006,12729
SWEDISH LAPPHUND,2006,1
SWEDISH VALLHUND,2006,46
TIBETAN MASTIFF,2006,60
TIBETAN SPANIEL,2006,264
TIBETAN TERRIER,2006,1387
WEIMARANER,2006,2744
WELSH CORGI Cardigan,2006,84
WELSH CORGI Pembroke,2006,533
WELSH TERRIER,2006,386
WEST HIGHLAND WHITE TERRIER,2006,9300
WHIPPET,2006,2672
YORKSHIRE TERRIER,2006,4042
AFFENPINSCHER,2007,118
AFGHAN HOUND,2007,198
AIREDALE TERRIER,2007,869
AKITA,2007,1375
ALASKAN MALAMUTE,2007,1161
ANATOLIAN SHEPHERD DOG,2007,48
AUSTRALIAN  CATTLE DOG,2007,80
AUSTRALIAN SHEPHERD,2007,113
AUSTRALIAN SILKY TERRIER,2007,23
AUSTRALIAN TERRIER,2007,38
AZAWAKH,2007,0
BASENJI,2007,42
BASSET BLEU DE GASCOGNE,2007,1
BASSET FAUVE DE BRETAGNE,2007,89
BASSET GRIFFON VENDEEN Petit,2007,136
BASSET HOUND,2007,1258
basset GRIFFON VENDEEN Grand,2007,127
BAVARIAN MOUNTAIN HOUND,2007,16
BEAGLE,2007,2124
BEARDED COLLIE,2007,606
BEAUCERON,2007,20
BEDLINGTON TERRIER,2007,495
BELGIAN SHEPHERD DOG,2007,379
BERGAMASCO,2007,0
BERNESE MOUNTAIN DOG,2007,631
BICHON FRISE,2007,2694
BLOODHOUND,2007,100
BOLOGNESE,2007,113
BORDER COLLIE,2007,2359
BORDER terrier,2007,8814
BORZOI,2007,114
BOSTON TERRIER,2007,430
BOUVIER DES FLANDRE,2007,96
BOXER,2007,8191
BOXER Crossbreed,2007,0
BRACCO ITALIANO,2007,31
BRIARD,2007,112
BRITTANY ,2007,203
BULL TERRIER,2007,3335
BULL TERRIER Miniature,2007,294
BULLDOG,2007,3979
BULLMASTIFF,2007,1594
CAIRN TERRIER,2007,1873
CANAAN DOG,2007,13
CANADIAN ESKIMO DOG,2007,3
CATALAN SHEEPDOG,2007,15
CAVALIER KING CHARLES SPANIEL,2007,11422
CESKY TERRIER,2007,60
CHIHUAHUA Long Coat,2007,1728
CHIHUAHUA Smooth Coat,2007,1143
CHINESE CRESTED ,2007,579
CHOW CHOW,2007,448
CIRNECO DELLETNA,2007,10
COLLIE Rough,2007,1196
COLLIE Smooth,2007,63
COTON DE TULEAR,2007,104
DACHSHUND LongHaired,2007,224
DACHSHUND Miniature LongHaired,2007,1244
DACHSHUND Miniature SmoothHaired,2007,2112
DACHSHUND Miniature WireHaired,2007,836
DACHSHUND SmoothHaired,2007,158
DACHSHUND WireHaired,2007,308
DALMATIAN,2007,1657
DANDIE DINMONT TERRIER,2007,124
DEERHOUND,2007,327
DOBERMANN,2007,2437
DOGUE DE BORDEAUX,2007,2543
ENGLISH SETTER,2007,416
ENGLISH TOY TERRIER Black and Tan ,2007,128
ENTLEBUCHER MOUNTAIN DOG,2007,1
ESTRELA MOUNTAIN DOG,2007,29
EURASIER,2007,76
FINNISH LAPPHUND,2007,65
FINNISH SPITZ ,2007,35
FOX TERRIER Smooth,2007,137
FOX TERRIER Wire,2007,634
FOXHOUND,2007,14
FRENCH BULLDOG,2007,692
GERMAN LONGHAIRED POINTER,2007,40
GERMAN PINSCHER,2007,15
GERMAN SHEPHERD DOG ,2007,12116
GERMAN SHORTHAIRED POINTER,2007,1497
GERMAN SPITZ Klein,2007,169
GERMAN SPITZ Mittel,2007,104
GERMAN WIREHAIRED POINTER,2007,392
GIANT SCHNAUZER,2007,216
GLEN OF IMAAL TERRIER,2007,36
GORDON SETTER,2007,312
GRAND BLEU DE GASCOGNE ,2007,2
GREAT DANE,2007,1897
GREATER SWISS MOUNTAIN DOG ,2007,0
GREENLAND DOG,2007,5
GREYHOUND,2007,48
GRIFFON BRUXELLOIS,2007,170
HAMILTONSTOVARE,2007,19
HAVANESE,2007,121
HOVAWART,2007,41
HUNGARIAN KUVASZ,2007,0
HUNGARIAN PULI,2007,78
HUNGARIAN VIZSLA,2007,1133
HUNGARIAN WIREHAIRED VIZSLA,2007,252
IBIZAN HOUND,2007,7
IRISH RED and WHITE SETTER,2007,93
IRISH SETTER,2007,1029
IRISH TERRIER,2007,271
IRISH WOLFHOUND,2007,487
ITALIAN GREYHOUND,2007,137
ITALIAN SPINONE,2007,450
JAPANESE AKITA INU,2007,29
JAPANESE CHIN,2007,242
JAPANESE SHIBA INU,2007,190
JAPANESE SPITZ,2007,181
KEESHOND,2007,95
KERRY BLUE TERRIER,2007,267
KING CHARLES SPANIEL,2007,177
KOMONDOR,2007,1
Kooikerhondje,2007,11
KOREAN INDO,2007,13
KORTHALS GRIFFON ,2007,22
LAGOTTO ROMAGNOLO ,2007,16
LAKELAND TERRIER,2007,269
LANCASHIRE HEELER,2007,146
LARGE MUNSTERLANDER,2007,154
LEONBERGER,2007,383
LHASA APSO,2007,4713
LOWCHEN Little Lion Dog,2007,124
MALTESE,2007,557
MANCHESTER TERRIER,2007,113
MAREMMA SHEEPDOG,2007,9
MASTIFF,2007,354
MEXICAN HAIRLESS ,2007,0
MEXICAN HAIRLESS Intermediate  ,2007,5
MEXICAN HAIRLESS Miniature ,2007,0
MEXICAN HAIRLESS Standard ,2007,0
MINIATURE PINSCHER,2007,331
MINIATURE SCHNAUZER,2007,5152
NEAPOLITAN MASTIFF,2007,255
NEWFOUNDLAND,2007,957
NORFOLK TERRIER,2007,686
NORWEGIAN BUHUND,2007,28
NORWEGIAN ELKHOUND,2007,98
NORWICH TERRIER,2007,128
OLD ENGLISH SHEEPDOG,2007,692
OTTERHOUND,2007,41
PAPILLON,2007,829
PARSON RUSSELL TERRIER ,2007,892
PEKINGESE,2007,567
PHARAOH HOUND,2007,9
POINTER,2007,704
POLISH LOWLAND SHEEPDOG,2007,63
POMERANIAN,2007,703
POODLE Miniature,2007,1038
POODLE Standard,2007,1057
POODLE Toy,2007,1671
PORTUGUESE PODENGO,2007,73
PORTUGUESE WATER DOG,2007,46
PUG,2007,3547
PYRENEAN MASTIFF ,2007,0
PYRENEAN MOUNTAIN DOG,2007,159
PYRENEAN SHEEPDOG,2007,27
RETRIEVER Chesapeake Bay,2007,110
RETRIEVER Curlycoated,2007,81
RETRIEVER Flatcoated,2007,1718
RETRIEVER Golden,2007,9557
RETRIEVER Labrador,2007,45079
RETRIEVER Nova Scotia Duck Tolling,2007,162
RHODESIAN RIDGEBACK,2007,1618
ROTTWEILER,2007,4257
RUSSIAN BLACK TERRIER,2007,93
SALUKI,2007,73
SAMOYED,2007,339
SCHIPPERKE,2007,23
SCHNAUZER,2007,218
SCOTTISH TERRIER,2007,1031
SEALYHAM TERRIER,2007,65
SEGUGIO ITALIANO ,2007,6
SHAR PEI,2007,2040
SHETLAND SHEEPDOG,2007,1655
SHIH TZU,2007,5147
SIBERIAN HUSKY,2007,2000
SKYE TERRIER,2007,37
sloughi,2007,8
SLOVAKIAN ROUGH HAIRED POINTER ,2007,53
SMALL MUNSTERLANDER ,2007,0
SOFTCOATED WHEATEN TERRIER,2007,324
SPANIEL American Cocker,2007,435
SPANIEL American Water ,2007,0
SPANIEL Clumber,2007,223
SPANIEL Cocker,2007,20883
SPANIEL English Springer,2007,14702
SPANIEL Field,2007,67
SPANIEL Irish Water,2007,162
SPANIEL Sussex,2007,61
SPANIEL Welsh Springer,2007,376
SPANISH WATER DOG,2007,135
st bernard,2007,777
STAFFORDSHIRE BULL TERRIER,2007,12167
SWEDISH LAPPHUND,2007,7
SWEDISH VALLHUND,2007,40
TIBETAN MASTIFF,2007,57
TIBETAN SPANIEL,2007,249
TIBETAN TERRIER,2007,1384
WEIMARANER,2007,2724
WELSH CORGI Cardigan,2007,68
WELSH CORGI Pembroke,2007,471
WELSH TERRIER,2007,377
WEST HIGHLAND WHITE TERRIER,2007,8309
WHIPPET,2007,3043
YORKSHIRE TERRIER,2007,4055
AFFENPINSCHER,2008,144
AFGHAN HOUND,2008,147
AIREDALE TERRIER,2008,864
AKITA,2008,1080
ALASKAN MALAMUTE,2008,1245
ANATOLIAN SHEPHERD DOG,2008,48
AUSTRALIAN  CATTLE DOG,2008,84
AUSTRALIAN SHEPHERD,2008,155
AUSTRALIAN SILKY TERRIER,2008,41
AUSTRALIAN TERRIER,2008,55
AZAWAKH,2008,1
BASENJI,2008,59
BASSET BLEU DE GASCOGNE,2008,0
BASSET FAUVE DE BRETAGNE,2008,122
BASSET GRIFFON VENDEEN Petit,2008,102
BASSET HOUND,2008,1433
basset GRIFFON VENDEEN Grand,2008,81
BAVARIAN MOUNTAIN HOUND,2008,32
BEAGLE,2008,2405
BEARDED COLLIE,2008,643
BEAUCERON,2008,8
BEDLINGTON TERRIER,2008,505
BELGIAN SHEPHERD DOG,2008,371
BERGAMASCO,2008,0
BERNESE MOUNTAIN DOG,2008,680
BICHON FRISE,2008,2757
BLOODHOUND,2008,114
BOLOGNESE,2008,136
BORDER COLLIE,2008,2375
BORDER terrier,2008,9145
BORZOI,2008,133
BOSTON TERRIER,2008,566
BOUVIER DES FLANDRE,2008,87
BOXER,2008,7353
BOXER Crossbreed,2008,0
BRACCO ITALIANO,2008,57
BRIARD,2008,201
BRITTANY ,2008,158
BULL TERRIER,2008,2922
BULL TERRIER Miniature,2008,225
BULLDOG,2008,4543
BULLMASTIFF,2008,1390
CAIRN TERRIER,2008,1946
CANAAN DOG,2008,8
CANADIAN ESKIMO DOG,2008,12
CATALAN SHEEPDOG,2008,46
CAVALIER KING CHARLES SPANIEL,2008,11226
